LoanID,AccountNumber,LoanAmount,LoanStartDate,LoanType,InterestRate,LoanTerm,MonthlyRepaymentAmount
92713581,863688048,18136,2016-11-01,Mortgage,1.79,15,1080
63048142,2090368284,28022,2013-09-17,Mortgage,9.16,15,258
90670371,7920046307,25683,2016-02-16,Auto,7.74,30,398
95387373,9249987209,27567,2015-11-13,Auto,2.91,15,1201
20091828,8454450311,9120,2017-08-24,Mortgage,6.25,25,1467
52387418,918014673,13212,2011-06-27,Personal,2.55,25,1576
42474789,5659075133,41256,2021-07-18,Personal,2.64,25,269
3039831,247365301,42783,2021-11-22,Mortgage,8.83,15,807
51035823,4525694571,31135,2012-01-01,Mortgage,5.01,30,706
50514462,4213752755,22199,2010-01-01,Auto,5.0,10,1107
4072352,9986327910,23567,2018-03-04,Auto,9.98,25,1800
83675788,2036372797,17792,2019-11-10,Auto,2.88,15,488
43628337,8473027425,22060,2012-03-05,Mortgage,2.91,10,1940
83853254,4902914499,47936,2011-10-15,Auto,7.85,30,1635
6017003,5304982500,12715,2014-06-16,Auto,7.37,10,951
9971364,7306608499,9031,2017-10-31,Auto,5.11,30,236
37802185,1826748782,7347,2019-05-14,Personal,9.92,25,1430
48218455,3552438819,20846,2022-06-17,Mortgage,9.05,25,1948
52189266,882327267,22783,2022-05-01,Auto,3.8,25,1809
39102028,7421660370,26574,2013-06-07,Personal,8.26,15,579
78007270,6864577365,47147,2011-02-16,Mortgage,4.33,15,575
35834695,8963635148,12705,2011-08-05,Auto,2.8,15,1493
6739352,5397982206,18428,2016-10-06,Auto,6.41,20,203
53940887,8865145723,12751,2022-11-08,Personal,6.49,25,302
30538803,3476249142,29429,2015-07-10,Auto,1.71,30,571
55236672,8508484637,24590,2020-08-19,Personal,4.47,30,678
30056508,8520015787,22138,2017-03-15,Mortgage,6.21,25,345
82558006,4501069519,25874,2020-04-25,Mortgage,9.68,20,1632
81681826,2841641859,41957,2016-09-21,Mortgage,5.61,25,410
92143983,1259822088,24389,2011-03-19,Auto,8.18,30,1183
64681434,252943540,11380,2022-06-11,Mortgage,6.32,30,265
14749824,3392765387,5364,2012-03-24,Mortgage,4.66,15,1050
31834014,5565051949,23251,2017-02-04,Auto,2.97,30,270
93198428,4701011613,30727,2016-02-12,Personal,5.03,30,1571
91885317,8905639339,13058,2019-07-30,Auto,3.68,10,1382
10514301,8048245670,49821,2011-12-30,Mortgage,9.0,25,1276
6160933,8991619491,17994,2022-05-13,Mortgage,3.66,20,460
47652133,9599483468,45177,2017-06-16,Personal,9.74,25,1405
54304671,294177466,37481,2012-11-26,Auto,1.83,15,1970
9256477,2723936999,14609,2012-03-15,Personal,2.03,25,371
31783704,7290189665,8394,2010-02-08,Personal,9.58,20,724
15815990,3247708022,21825,2013-11-24,Personal,3.24,30,929
43385735,6335855757,21896,2010-07-11,Personal,2.5,25,1981
17229580,2567547003,20018,2012-04-04,Mortgage,4.31,25,327
4695637,6251845442,30711,2018-07-11,Mortgage,3.74,25,1874
49502517,1906963324,7806,2015-11-11,Auto,8.92,15,340
24551753,1736932279,36656,2021-05-14,Auto,7.13,25,1367
59644392,9963238500,28451,2021-03-26,Mortgage,3.99,20,903
65402296,7027993989,44482,2018-11-02,Personal,1.83,15,1112
38141144,3249957281,32272,2014-03-25,Mortgage,9.57,15,626
80339290,9445198864,7854,2016-12-04,Auto,9.01,15,1863
33164915,4441740883,26008,2021-04-20,Personal,9.81,25,432
27904150,9826643568,19878,2016-04-29,Mortgage,4.67,15,454
47883585,2822132791,31839,2016-09-04,Personal,2.13,20,305
44237686,2515433413,5683,2014-06-03,Mortgage,8.0,25,1811
23667028,9710171879,20258,2018-02-12,Auto,4.75,20,882
91270366,5781564034,21185,2019-02-08,Auto,3.2,10,1520
16443725,5221573133,31041,2014-02-10,Auto,4.74,15,1755
77213701,7684913834,24157,2020-11-03,Personal,2.16,30,1065
24293051,7344550496,11553,2020-09-02,Mortgage,2.71,30,283
77134349,9747114641,31391,2017-01-11,Auto,4.63,25,469
79469795,2199899070,47171,2019-09-14,Auto,7.22,30,1731
90406801,8420784811,45051,2013-09-21,Mortgage,8.04,30,574
90559298,7486466593,34003,2010-01-04,Personal,5.96,10,1208
76686353,1283004179,18597,2019-10-14,Auto,4.78,30,1230
24927078,7428834439,27869,2021-03-24,Personal,2.21,25,1507
25117682,3757176842,49866,2018-07-07,Personal,7.64,30,1609
15218776,7049510954,35535,2020-03-14,Mortgage,9.1,20,1334
68417134,6168828312,39199,2019-07-22,Personal,7.91,25,641
65575076,3921531190,34565,2022-06-12,Personal,8.3,30,1637
68452821,5140848254,45379,2017-05-27,Personal,8.92,30,1773
45522938,9491834331,27318,2020-12-02,Mortgage,3.47,15,1704
65069531,5218078022,25891,2012-08-07,Mortgage,9.95,30,1493
93398771,9495532757,18327,2022-07-10,Auto,1.98,20,1312
12683849,3581995570,12953,2020-10-06,Mortgage,5.44,20,1607
37942903,190037144,29998,2016-04-27,Personal,6.97,30,490
86561277,2951260248,17235,2019-10-06,Personal,2.05,25,1177
55210506,545678453,41143,2011-10-15,Mortgage,9.72,15,1387
36421601,3248287686,22225,2017-12-07,Auto,5.17,20,627
86926077,7211758557,18376,2013-11-04,Mortgage,2.64,30,938
27983847,6955523116,46228,2013-11-30,Auto,4.76,10,262
31059504,9673876871,32662,2011-04-21,Mortgage,7.85,10,679
99838504,5459332804,47211,2012-02-19,Auto,8.16,15,714
32655003,596061910,21595,2012-02-01,Auto,9.89,15,1518
86985080,8258809013,23581,2011-10-18,Mortgage,3.69,25,1993
16487610,5775855340,19507,2015-03-05,Auto,2.99,15,636
37575655,6192056493,44374,2015-05-06,Personal,5.18,30,832
94310432,4919002052,7296,2013-05-13,Auto,9.32,15,1989
82135652,2432754948,48797,2010-02-20,Auto,2.25,10,225
50219458,4243909320,46453,2017-10-22,Auto,8.33,30,1234
4365286,2258823201,28227,2022-03-13,Mortgage,7.85,20,335
58323283,6067570355,24071,2015-08-14,Mortgage,9.25,20,210
96394819,5004710800,23397,2020-11-14,Mortgage,9.12,30,1794
85610108,1729463244,15087,2018-11-25,Auto,9.77,20,1207
80077780,4497042122,31926,2011-03-06,Auto,1.75,30,594
51490873,2292046230,23661,2022-05-26,Mortgage,9.23,30,1919
43433879,9600285658,45699,2020-09-05,Mortgage,7.67,10,1527
66335712,7775361571,28606,2011-03-10,Mortgage,9.76,25,1412
3635370,8371502052,42596,2018-05-25,Mortgage,6.38,20,722
82969372,4266567369,21040,2015-05-15,Mortgage,7.4,25,239
30738835,2001769466,28181,2018-05-12,Auto,5.48,30,1031
86650207,2424949574,40245,2012-03-21,Auto,6.76,20,258
4336889,9031679352,32053,2010-03-09,Auto,2.86,15,294
23611081,4848400021,49626,2012-03-06,Auto,7.22,15,283
51384011,3051911405,30488,2015-08-26,Auto,1.97,15,1925
41024847,1411394484,28169,2021-01-07,Auto,3.4,25,571
12910056,2484685446,25349,2010-05-09,Personal,3.46,10,277
18485160,7926355935,13911,2016-08-13,Mortgage,7.75,30,1812
83722122,1567807905,32663,2017-08-05,Mortgage,2.32,25,293
73300117,237648463,17225,2020-02-09,Auto,8.81,15,1036
52255533,9632454496,11342,2021-03-09,Auto,3.77,25,1793
30763987,4022489729,10517,2014-10-13,Auto,5.82,20,473
70548076,7030518994,31369,2014-12-30,Mortgage,1.57,30,1954
39174478,1657801966,13906,2010-04-18,Auto,8.25,30,1164
36151319,6564257141,25348,2013-01-08,Personal,1.76,15,1817
34544027,2259663206,33549,2017-01-08,Personal,8.04,15,1502
48783940,1941705306,48264,2013-09-26,Mortgage,1.83,10,1923
7722552,4386243655,20057,2020-08-10,Auto,6.52,30,1382
50611070,2307775427,25900,2011-04-28,Personal,8.7,25,1038
35866164,7459328694,49859,2016-01-05,Personal,1.99,20,1888
32132108,3632748595,35969,2019-03-10,Personal,6.19,15,380
45598608,9013796683,19233,2020-06-12,Auto,4.98,30,1105
50937984,8501743843,25628,2018-06-27,Auto,4.3,25,363
32378461,7361126767,12714,2022-07-17,Personal,5.63,10,1831
67260772,8605074564,13664,2014-11-08,Mortgage,8.15,30,1733
93534656,4215356509,16220,2022-08-10,Mortgage,5.58,10,1309
78906376,5844771130,43456,2015-08-05,Auto,4.75,30,1092
35280854,3294851643,25046,2019-05-25,Personal,6.86,10,1379
40007196,3076268105,18247,2012-01-23,Auto,7.06,10,792
79377598,9712818728,42442,2016-03-12,Personal,2.63,30,1707
96713607,6539581189,46016,2012-09-16,Mortgage,9.59,30,334
91790042,5919169435,29053,2019-08-22,Personal,8.24,15,233
81401785,8878033839,10222,2017-02-21,Mortgage,5.56,10,1526
92510431,1177328078,24740,2016-07-25,Mortgage,6.12,15,1701
93061159,9054270463,18995,2022-10-26,Mortgage,4.21,10,207
73959542,3912967986,32914,2013-12-01,Mortgage,4.63,30,420
60195167,8018949339,37599,2014-11-28,Personal,5.98,20,1680
6202032,5103579441,38671,2012-01-06,Auto,7.37,10,1142
54964586,8816393778,8540,2016-11-08,Mortgage,2.35,25,690
25499748,1285679378,9837,2020-03-07,Personal,5.79,25,383
70935791,6641729384,22041,2020-04-11,Personal,9.35,10,274
89014103,211135193,22733,2014-02-19,Auto,7.68,15,1566
54223488,8935166887,26696,2012-08-09,Mortgage,8.13,20,466
42706764,2342903324,10774,2011-09-13,Mortgage,9.02,30,688
47327051,3625303348,27339,2013-01-04,Personal,9.88,25,263
57888687,8200033397,25302,2021-11-22,Auto,5.35,15,1722
11200428,2436495589,26814,2010-02-08,Mortgage,2.54,20,403
93297849,9087659464,29320,2018-08-28,Auto,2.92,30,727
88480082,6347052058,41783,2020-10-23,Personal,9.11,20,746
18707291,3514532628,14929,2019-01-30,Auto,7.4,30,535
92195512,3296689837,16274,2018-01-18,Mortgage,6.87,30,1686
14900653,428735775,16940,2011-08-02,Mortgage,7.85,20,631
82508374,235774006,38791,2011-03-29,Auto,2.07,10,484
80857942,9456402678,8967,2011-08-17,Personal,5.72,15,1866
48193201,1360281241,34286,2018-04-13,Auto,5.87,20,1947
98636909,716225,25314,2013-08-30,Personal,9.23,25,1811
10812805,1844977217,25504,2019-07-18,Mortgage,5.1,30,262
50400919,6025793334,24699,2010-01-24,Personal,9.51,30,550
76158571,5765187780,12098,2012-05-29,Auto,8.15,30,575
45383186,3525144319,23744,2011-04-09,Mortgage,4.62,10,1870
21602816,3005349538,21548,2010-06-15,Auto,8.41,15,1824
23143093,1511923743,15662,2021-07-28,Auto,9.99,15,1023
39267108,5910103165,42128,2012-09-16,Auto,6.61,10,813
91840933,5626998671,11307,2022-10-17,Auto,4.83,15,1094
75704889,8213639241,24948,2014-09-03,Mortgage,3.95,25,290
59521813,9539855836,24108,2013-09-01,Mortgage,1.58,20,1698
25716198,1676945570,48627,2018-06-20,Auto,8.17,15,1185
68993321,2105181323,9661,2018-01-28,Personal,8.41,10,239
18710483,4893239680,10708,2010-12-25,Auto,9.06,20,637
18266253,4628585196,22037,2022-03-08,Personal,3.41,15,1594
97977871,9060581698,19981,2019-01-25,Personal,6.82,25,1859
86883856,9865923079,22015,2011-01-11,Personal,6.17,20,488
74170868,2914960048,17136,2019-02-18,Personal,7.45,30,1770
28222483,3518694750,35994,2022-04-22,Mortgage,3.35,10,1656
13814789,8067764923,18990,2022-11-26,Personal,8.58,15,516
39825011,739298443,48420,2010-06-10,Mortgage,9.16,30,847
63814042,5338349061,32588,2021-12-22,Auto,1.86,20,335
23955843,4653644772,35584,2018-06-13,Mortgage,7.49,15,450
96325404,9888875247,27158,2017-06-03,Mortgage,8.38,20,1640
231521,5681625571,10702,2010-07-15,Auto,6.37,15,390
49277467,989578741,36382,2019-11-11,Mortgage,2.43,20,513
83849889,1991081313,38399,2013-03-16,Personal,3.86,10,444
26729296,9810856446,42134,2013-04-14,Personal,7.62,10,423
67451422,9580306211,40900,2011-05-19,Mortgage,9.86,25,1447
36780368,8770505026,5535,2017-10-27,Personal,5.65,10,990
76219359,9995645110,37095,2017-02-07,Mortgage,2.58,10,662
8437073,7436320361,28522,2014-10-27,Mortgage,9.7,15,917
91330493,2055451105,8721,2017-03-24,Auto,7.54,25,1326
59031152,6792431477,38293,2010-07-02,Personal,2.28,10,1799
88186357,2328754800,5459,2016-12-14,Personal,3.66,10,1641
9450028,7818072607,7915,2017-03-08,Auto,9.73,25,818
75968534,5045604643,46338,2021-01-21,Personal,7.34,20,1969
26057645,8762375225,17596,2018-05-23,Mortgage,5.86,20,802
64302348,5016407232,30420,2013-06-13,Personal,9.85,15,1007
18633140,1967285841,34348,2011-03-03,Mortgage,6.19,20,1617
63724444,9412054376,39415,2014-05-03,Auto,1.68,20,1126
66465414,2684637057,29379,2015-04-24,Personal,5.86,30,1634
39122118,2193607999,36143,2018-05-07,Auto,5.37,10,1458
47340437,4029595922,49875,2022-05-24,Mortgage,2.68,10,436
93373483,2420894540,18169,2015-01-21,Auto,3.98,30,1814
76993230,4944918093,21310,2020-04-21,Personal,5.88,20,1098
12992060,190585178,47663,2012-10-29,Auto,7.18,10,1643
75468583,2597435979,49709,2013-11-12,Personal,6.02,25,1192
58391265,4804099331,22978,2010-06-27,Auto,5.93,25,1010
92002924,8324021849,13125,2022-10-31,Mortgage,2.64,30,1098
46606300,6725199177,49263,2022-09-18,Auto,3.68,30,1394
23374700,150386481,27278,2015-11-13,Mortgage,8.95,10,871
99762337,5155512088,38234,2013-12-26,Mortgage,4.02,10,1368
90275969,2514817012,22095,2010-05-11,Personal,8.12,25,1211
16247132,2437463806,46650,2022-03-26,Auto,3.21,20,1342
17124036,7720038613,18029,2019-07-11,Auto,4.83,20,1707
86720639,6634076052,29920,2021-08-17,Mortgage,9.23,20,1615
66831091,7945253873,24493,2013-07-03,Auto,5.1,30,608
78908763,6091326649,13880,2010-01-28,Auto,8.95,25,1447
31385254,5447613435,26037,2010-06-19,Mortgage,2.5,15,409
70267370,8658503891,42422,2011-07-26,Mortgage,5.67,15,457
45249214,5624965367,9963,2020-01-23,Mortgage,8.69,25,1215
2838710,3746643327,14551,2018-03-20,Mortgage,2.45,30,1738
48604446,7534847148,7586,2019-07-25,Auto,2.18,20,991
53285983,8828382118,28012,2020-09-18,Personal,3.99,10,1767
93039112,1045220316,40485,2011-05-05,Auto,1.56,20,1572
26779568,3842378429,43734,2022-08-14,Auto,9.72,15,922
60335873,983606358,38446,2012-01-09,Auto,7.36,25,982
72946103,2147685160,38063,2016-06-10,Auto,5.72,10,499
22431986,1207214395,10736,2013-05-01,Mortgage,2.34,25,1344
69930169,8329512976,41513,2016-05-16,Personal,3.6,15,1780
54244464,7279915369,29963,2011-05-04,Personal,3.35,15,1113
93752758,4962636875,10038,2022-03-25,Auto,7.61,15,791
35280275,4779928255,42825,2018-02-09,Personal,9.02,25,1906
50376279,1800563222,15762,2017-06-17,Mortgage,9.23,10,1198
76396262,212402163,6431,2010-04-21,Personal,4.67,25,1667
39525525,5365111820,22110,2012-07-31,Mortgage,4.93,30,555
91576762,7354727299,29967,2019-01-08,Personal,4.59,15,848
8171964,5317140660,20668,2020-08-06,Auto,5.36,15,458
13627352,1376253261,16740,2011-03-05,Mortgage,1.84,15,1040
36684292,2655585479,28133,2018-10-01,Mortgage,2.84,15,1146
25270579,5145572601,18784,2015-09-13,Personal,2.39,10,1819
10394957,2954677050,9011,2014-06-29,Personal,1.64,10,940
74954043,5769310136,23721,2016-05-06,Auto,7.28,15,1338
19474882,5248010147,20164,2019-09-10,Personal,3.78,30,875
79537144,7387731896,14829,2016-10-19,Personal,9.25,30,1930
54525346,8667379745,31339,2015-12-13,Auto,3.72,20,885
64310739,3166029377,46368,2015-04-29,Personal,1.72,30,670
34255890,5111011564,33981,2017-04-23,Mortgage,8.38,25,1813
94779482,3453090775,14876,2017-02-11,Mortgage,4.19,10,476
10666983,107792112,43547,2010-08-02,Personal,6.34,15,345
1906492,7797591690,43991,2021-07-25,Mortgage,8.21,10,1958
91972463,394776083,46467,2016-10-25,Mortgage,6.7,20,1604
19323080,5388288097,17744,2012-08-24,Mortgage,7.21,25,496
29708002,2537137639,39577,2020-10-04,Auto,6.85,10,957
28095710,1561066851,38713,2010-10-08,Personal,7.63,25,1405
97068783,2048009874,21745,2015-05-21,Auto,6.92,30,866
83075160,1597718017,6050,2017-07-03,Auto,8.23,20,1979
17075364,7621074850,24096,2015-03-19,Auto,5.28,15,873
45469018,4886838911,17220,2015-10-14,Auto,9.47,30,216
14000485,945538682,45818,2019-02-26,Mortgage,4.6,10,1442
79760804,9737196083,14146,2019-04-23,Mortgage,7.7,25,1523
97214499,4009622195,19182,2020-06-22,Auto,5.65,25,909
1977311,9656822622,18915,2013-03-11,Auto,3.19,15,1354
31534502,106130166,28779,2022-02-10,Mortgage,6.25,30,361
80984075,8853591774,35886,2015-02-09,Personal,6.27,20,1631
90624974,4705923797,17491,2018-04-19,Auto,9.53,25,1161
49285892,3300430103,11490,2011-09-01,Personal,2.78,20,1341
3567511,2809759340,44922,2012-05-23,Personal,5.9,20,1852
59279707,1244954605,43631,2010-09-23,Auto,9.25,30,226
10646874,7513992904,37043,2022-02-02,Auto,8.98,25,862
46011216,6410110679,7045,2022-03-27,Personal,8.47,10,1330
83608907,7006188884,21835,2021-08-04,Personal,3.09,10,1251
7980975,1933478742,46044,2012-06-25,Personal,3.61,10,1932
9845537,5883614422,44322,2020-05-07,Mortgage,2.39,25,819
8898253,730422027,23977,2020-03-25,Mortgage,5.54,15,1702
24835158,3422358180,38808,2018-06-17,Personal,3.73,15,1429
21762907,4074069322,42815,2017-09-15,Personal,4.1,15,1307
33551681,8861266642,28296,2013-08-21,Auto,2.75,20,495
9115859,8705809499,28363,2022-09-06,Mortgage,2.99,10,1888
42571639,1300793129,35496,2019-11-28,Mortgage,6.22,20,388
9332038,2815365971,40070,2022-04-16,Auto,7.87,30,672
88441327,3209942630,37814,2017-02-12,Personal,8.9,10,1775
79601371,2116300164,41827,2014-01-16,Personal,8.49,15,891
12867030,3228503353,22874,2011-02-10,Personal,2.37,10,419
37898873,1441907343,33540,2019-11-12,Mortgage,2.47,20,1113
8867671,8693877088,22343,2016-10-02,Personal,4.91,25,876
95438440,1570343451,32229,2011-11-08,Personal,5.26,30,655
54967916,1879049213,41668,2022-02-28,Personal,5.71,20,818
68026292,6689487743,36560,2021-04-23,Auto,3.88,25,1720
17040992,8497202731,25739,2018-03-01,Personal,4.01,15,234
22888762,7291693295,21358,2015-06-07,Mortgage,6.31,25,561
90186638,4341808179,41043,2014-11-07,Personal,3.15,30,217
65544187,2906911409,36581,2021-08-06,Personal,9.58,10,1379
39495753,1692479046,35621,2010-03-26,Personal,7.43,20,486
40289353,3569789010,30321,2014-05-01,Personal,2.14,15,248
8577875,7392663514,23269,2020-07-23,Mortgage,3.72,25,573
96215028,624495189,16236,2022-01-26,Auto,5.2,10,1236
27857378,974012813,48360,2021-09-04,Mortgage,6.66,15,1988
38542095,8215581324,7144,2021-11-11,Personal,3.73,15,1447
37096744,6912835978,33018,2021-07-09,Personal,9.03,10,1517
97475369,1141687971,34185,2012-04-11,Mortgage,7.56,30,1910
77834965,2790060708,26410,2018-06-14,Auto,6.92,20,1492
36708496,6236270100,33914,2012-08-25,Auto,5.97,30,455
48631607,2137610067,10510,2020-09-25,Auto,9.83,10,309
44382354,3456700309,30027,2010-03-17,Auto,3.37,30,1661
59635321,4843720746,9018,2011-11-24,Personal,9.82,30,1268
55765187,4175741542,16805,2022-10-29,Personal,6.14,30,1628
45544164,1913245321,23944,2010-10-30,Auto,4.73,20,467
64660017,6198510550,24670,2010-05-20,Auto,8.31,25,1626
61231092,3440536928,18950,2010-11-02,Mortgage,7.54,20,1118
90770761,7776775067,13695,2016-08-06,Auto,4.43,10,240
32380553,9617328270,16484,2018-05-26,Auto,2.91,25,1038
25559038,4723384241,22363,2017-08-13,Personal,9.24,20,1203
59871434,7412327314,41014,2011-04-14,Auto,3.64,30,1236
1737761,304297710,18937,2019-02-27,Personal,2.26,10,1952
34851246,6463701701,48824,2010-05-16,Personal,2.99,20,1407
94438356,4272291186,31808,2015-03-23,Mortgage,7.28,30,812
12659842,6862983674,13718,2014-06-11,Auto,1.96,10,1685
20923753,7064962274,23489,2019-09-30,Personal,9.96,20,1131
69569151,899535284,42408,2019-05-13,Auto,3.63,15,1412
71724275,4232689277,21304,2010-07-26,Mortgage,2.4,30,1838
77918179,6465417716,33053,2013-12-23,Mortgage,6.04,25,929
16786576,7715268294,41990,2012-02-12,Auto,7.84,30,1688
81829477,4847064843,41416,2019-06-05,Personal,5.5,25,1343
88937989,1266582405,42801,2017-07-25,Personal,3.63,10,700
56032781,2088099614,45176,2017-09-29,Personal,9.07,20,390
38383853,4659714050,46766,2020-09-22,Personal,2.51,30,1283
42524971,4649919847,47507,2019-10-02,Personal,2.73,30,1502
10865227,9247021445,21852,2022-08-12,Auto,9.49,10,378
40144318,1724793081,37988,2019-07-09,Personal,6.72,10,556
63774749,3956484811,17458,2021-09-02,Mortgage,6.97,15,1390
86193622,1262171262,48322,2010-09-30,Personal,2.52,10,364
62745202,6589508140,41614,2012-09-15,Personal,7.76,30,298
95684499,8597108715,48530,2021-03-10,Mortgage,1.87,10,1340
47735362,4142722540,41021,2011-12-02,Personal,7.15,10,1564
74857981,9934487699,42355,2021-01-15,Mortgage,9.27,25,447
10841391,5201345006,19437,2015-03-12,Mortgage,7.91,30,1455
76085921,5587447451,8199,2022-05-25,Personal,3.87,10,352
51033512,1738188741,11958,2019-01-08,Auto,3.88,10,1673
96521455,2840594767,47425,2019-05-14,Auto,7.48,15,1868
91654605,1609854857,28584,2014-08-21,Auto,1.83,15,443
96340964,4151985161,16864,2020-07-24,Mortgage,2.52,30,1972
43702647,8447857704,8511,2021-09-12,Personal,6.72,15,769
17911515,1741995215,39634,2012-06-03,Mortgage,8.89,10,1821
76731647,9885660735,6206,2010-10-11,Personal,7.2,20,580
9937098,1974256092,41450,2012-02-25,Auto,9.02,30,1485
69990969,9461574563,8306,2018-06-05,Auto,5.63,20,1260
28194267,7644545204,6900,2013-05-14,Personal,2.99,25,1758
17475721,7932689054,9594,2015-09-17,Auto,9.95,10,1750
7464839,795722601,37123,2018-11-29,Auto,9.56,10,1927
11666118,9603621698,48277,2022-01-13,Auto,8.16,20,1922
83061360,1650578482,12822,2022-03-16,Personal,8.38,15,1788
77432131,5185628997,6020,2019-10-13,Auto,9.81,30,1399
50547484,6349743578,35024,2016-07-13,Mortgage,8.56,30,237
53182558,8078350956,31554,2013-04-19,Auto,4.32,10,729
14544345,9435085152,49556,2011-05-14,Auto,8.79,20,1369
36989518,6604910220,6261,2021-06-25,Mortgage,9.93,15,1737
29592265,4955045170,14235,2014-03-29,Personal,3.76,10,1685
58212420,5671077509,25985,2011-11-16,Auto,6.82,25,1526
30577753,3870170188,24068,2011-05-19,Mortgage,9.04,20,296
83549434,3065218504,19473,2016-05-12,Mortgage,5.14,25,1412
69762740,2337675896,5656,2020-08-20,Personal,4.57,20,661
73472489,8910071899,19070,2022-03-30,Auto,2.73,15,1169
81839318,1357042750,40780,2012-02-13,Personal,3.43,30,1701
43301283,1911452907,35720,2018-08-10,Auto,5.33,15,1643
47888581,2244042890,43097,2015-05-01,Auto,1.61,30,1807
26956310,2709630054,19024,2011-12-31,Personal,6.79,10,1395
41523810,4753662288,6639,2022-11-25,Mortgage,5.93,15,1605
28449603,5297315750,34137,2022-03-05,Auto,1.5,15,1291
30991926,4592177564,38137,2014-10-18,Mortgage,9.38,10,1808
29262703,8632847112,19409,2018-02-09,Mortgage,4.01,30,1692
2972295,4721559432,12128,2021-04-23,Auto,2.95,25,1151
46044294,8465356116,17761,2020-04-20,Auto,1.89,15,1873
48721225,9715002618,26033,2012-04-17,Mortgage,3.78,15,459
76461368,5773906086,45231,2022-10-08,Personal,2.69,15,1472
60101896,1265254895,48361,2011-10-11,Auto,5.84,15,815
17373763,4917588764,38545,2016-08-28,Personal,8.99,25,1056
47226621,2604519716,25519,2016-01-21,Auto,7.5,30,1498
62479624,6913840832,44784,2018-10-16,Auto,7.99,20,536
98661851,4786627489,29054,2016-01-31,Mortgage,4.73,15,1087
23865515,5600312862,42386,2018-04-10,Auto,3.75,10,558
82059970,4756698519,13581,2014-12-03,Personal,4.25,10,653
75218007,2912166173,21276,2021-07-24,Personal,1.8,20,844
41122560,1370684302,19824,2017-10-08,Mortgage,3.37,20,257
36324598,2315771733,7956,2010-12-06,Mortgage,3.96,30,1317
41949697,8458387312,43614,2015-05-17,Personal,5.73,10,1344
49211096,8013393821,7092,2015-10-24,Personal,3.14,25,936
6625445,5183414579,12397,2019-12-04,Mortgage,8.35,20,1145
27010217,6455907522,44327,2013-01-03,Personal,3.91,10,447
4189212,7097893435,45923,2018-01-28,Mortgage,3.5,10,487
95549957,6060508919,6837,2022-09-15,Mortgage,2.49,15,857
59625130,329175,24901,2015-03-17,Auto,2.97,15,1951
70594073,6606935980,24858,2017-05-15,Personal,9.46,25,1139
39542014,5245776975,43660,2013-11-22,Mortgage,6.35,10,386
33275156,7551460706,39402,2021-08-10,Auto,8.09,30,1097
2461501,2073891800,28329,2012-11-19,Personal,7.65,25,1737
73209777,4812939001,15861,2015-12-18,Mortgage,5.87,30,783
2331867,7948257851,21748,2014-05-13,Personal,3.71,20,1142
6179969,9323996842,37725,2013-11-23,Auto,6.2,30,883
59508804,608637641,48458,2020-11-26,Auto,7.98,15,1937
41006094,1144972244,18800,2012-07-16,Auto,5.23,15,1795
13964652,7734289964,34087,2016-05-08,Personal,3.89,30,1021
63113703,2794352005,16749,2017-08-07,Personal,6.36,30,337
14685506,7705885355,44234,2017-09-10,Personal,5.32,25,230
55053524,9940411696,44787,2019-10-20,Personal,6.91,30,1561
61660435,2735047837,19654,2016-07-03,Mortgage,5.52,30,492
41451955,7893232630,7851,2010-05-19,Auto,4.52,20,541
99653050,8784703990,47083,2020-07-22,Auto,6.02,10,1140
33430432,8831900122,21776,2022-03-03,Personal,4.03,20,1794
74804089,665291877,33589,2021-10-05,Personal,3.96,30,1342
50737030,9396943833,46785,2018-08-03,Mortgage,9.23,20,945
1572749,5842019192,19742,2020-11-20,Mortgage,6.52,20,752
92742811,2335981972,16341,2015-05-18,Auto,2.59,15,399
23879692,3495796811,38328,2020-05-29,Auto,1.98,20,1730
18116600,8891756747,48885,2015-09-30,Mortgage,6.71,15,1986
98207781,6267724247,39838,2016-04-05,Auto,9.07,10,1977
68461265,7062881312,18115,2013-10-22,Auto,3.92,25,959
10371838,5442418189,32614,2010-10-15,Mortgage,4.96,30,1478
65240903,9029602037,20133,2018-11-19,Auto,3.06,30,569
67721587,205191864,14480,2021-09-16,Mortgage,6.4,25,1790
21728293,4186779910,12776,2015-03-12,Mortgage,2.6,15,544
40795488,2105890020,47003,2022-02-06,Personal,8.17,30,836
28024092,1930666346,23839,2016-02-15,Personal,2.47,20,894
61472536,2428011088,34445,2011-06-06,Mortgage,4.93,15,1302
47877962,1192101697,23672,2019-09-30,Auto,2.11,20,534
54808998,5386317280,36316,2019-10-26,Personal,4.96,15,1898
3200358,3311707030,32956,2022-07-10,Mortgage,4.22,15,1242
7379719,6589305289,28358,2021-10-02,Mortgage,4.98,15,923
85098637,9540091723,33253,2020-03-02,Personal,8.25,10,1245
71572972,1444008054,44055,2016-07-17,Personal,9.56,25,880
79353204,5641494088,44158,2019-11-20,Personal,4.76,15,989
274529,1868112714,26394,2022-07-04,Auto,6.42,15,1403
68121734,8020624339,15187,2016-03-25,Auto,4.12,25,1575
89356015,1470249376,26831,2022-11-13,Auto,9.29,25,1367
47611683,766394545,7784,2013-01-23,Auto,5.85,15,887
85797910,7662616963,9362,2022-03-22,Mortgage,3.73,25,949
63208168,1724672111,46318,2022-01-29,Mortgage,5.94,15,1130
43136116,3520020144,32110,2014-01-23,Personal,7.68,25,1052
